0:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,2,57,10,89,43,88,95,72,4,7,70,19,90,100
1:36,33,21,76,61,83,15,29,97,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
2:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,57,10,89,43,88,95,72,4,7,70,19,90,100
3:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
4:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,7,70,19,90,100
5:36,33,21,76,61,83,15,29,97,1,54,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
6:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
7:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,70,19,90,100
8:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
9:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
10:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,89,43,88,95,72,4,7,70,19,90,100
11:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
12:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
13:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
14:36,33,21,76,61,83,15,29,97,1,54,5,64,25,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
15:36,33,21,76,61,83,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,16,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
16:36,33,21,76,61,83,15,29,97,1,54,5,64,25,14,78,23,51,85,28,74,11,99,53,94,30,67,35,55,73,26,8,32,34,41,59,87,17,27,13,47,49,84,58,86,6,63,42,40,31,69,9,81,22,48,80,52,92,93,77,82,75,71,50,46,91,37,45,18,39,44,24,62,96,65,66,79,60,20,3,38,98,12,56,68,0,2,57,10,89,43,88,95,72,4,7,70,19,90,100
